	id	Evaluator	Seen	Score
28	29	Ben	0	0.0
29	30	Ben	0	0.0
30	31	Ben	1	8.5
31	32	Ben	1	7.0
32	33	Ben	0	0.0
33	34	Ben	1	5.0
34	35	Ben	0	0.0
35	36	Ben	0	0.0
36	37	Ben	0	0.0
37	38	Ben	1	7.5
38	39	Ben	1	7.5
39	40	Ben	0	0.0
40	41	Ben	1	7.5
41	42	Ben	0	0.0
42	43	Ben	0	0.0
43	44	Ben	1	4.0
44	45	Ben	0	0.0
45	46	Ben	0	0.0
46	47	Ben	1	5.5
47	48	Ben	1	7.5
48	49	Ben	0	0.0
49	50	Ben	1	7.5
50	51	Ben	0	0.0
51	52	Ben	1	8.0
52	53	Ben	0	0.0
53	54	Ben	1	8.0
54	55	Ben	0	0.0
55	56	Ben	0	0.0
56	57	Ben	1	7.0
57	58	Ben	0	0.0
58	59	Ben	1	7.5
59	60	Ben	0	0.0
60	61	Ben	1	8.0
61	62	Ben	1	8.0
62	63	Ben	0	0.0
63	64	Ben	0	0.0
64	65	Ben	0	0.0
65	66	Ben	0	0.0
66	67	Ben	0	0.0
67	68	Ben	0	0.0
68	69	Ben	0	0.0
69	70	Ben	0	0.0
70	71	Ben	0	0.0
71	72	Ben	0	0.0
72	73	Ben	1	8.0
73	74	Ben	1	8.0
74	75	Ben	0	0.0
75	76	Ben	1	8.5
76	77	Ben	0	0.0
77	78	Ben	0	0.0
78	79	Ben	0	0.0
79	80	Ben	0	0.0
80	81	Ben	1	9.0
81	82	Ben	1	5.5
82	83	Ben	0	0.0
83	84	Ben	0	0.0
84	85	Ben	1	9.0
85	86	Ben	0	0.0
86	87	Ben	0	0.0
87	88	Ben	0	0.0
88	89	Ben	0	0.0
89	90	Ben	0	0.0
90	91	Ben	1	8.0
91	92	Ben	1	8.5
92	93	Ben	0	0.0
93	94	Ben	0	0.0
94	95	Ben	0	0.0
95	96	Ben	0	0.0
96	97	Ben	1	9.0
97	98	Ben	0	0.0
98	99	Ben	0	0.0
99	100	Ben	1	7.5
0	1	Jasper 	0	0.0
1	2	Jasper 	0	0.0
2	3	Jasper 	0	0.0
3	4	Jasper 	1	8.0
4	5	Jasper 	1	7.0
5	6	Jasper 	1	7.0
6	7	Jasper 	0	0.0
7	8	Jasper 	0	0.0
8	9	Jasper 	1	7.0
9	10	Jasper 	1	8.0
10	11	Jasper 	1	8.0
11	12	Jasper 	1	8.0
12	13	Jasper 	0	0.0
13	14	Jasper 	0	0.0
14	15	Jasper 	1	5.0
15	16	Jasper 	1	9.0
16	17	Jasper 	1	7.0
17	18	Jasper 	1	8.0
18	19	Jasper 	1	6.0
19	20	Jasper 	0	0.0
20	21	Jasper 	1	7.0
21	22	Jasper 	1	8.0
22	23	Jasper 	0	0.0
23	24	Jasper 	0	0.0
24	25	Jasper 	0	0.0
25	26	Jasper 	1	9.0
26	27	Jasper 	0	0.0
27	28	Jasper 	0	0.0
28	29	Jasper 	0	0.0
29	30	Jasper 	0	0.0
30	31	Jasper 	0	0.0
31	32	Jasper 	0	0.0
32	33	Jasper 	0	0.0
33	34	Jasper 	0	0.0
34	35	Jasper 	0	0.0
35	36	Jasper 	0	0.0
36	37	Jasper 	0	0.0
37	38	Jasper 	0	0.0
38	39	Jasper 	1	7.0
39	40	Jasper 	0	0.0
40	41	Jasper 	0	0.0
41	42	Jasper 	0	0.0
42	43	Jasper 	1	8.0
43	44	Jasper 	0	0.0
44	45	Jasper 	0	0.0
45	46	Jasper 	0	0.0
46	47	Jasper 	1	8.0
47	48	Jasper 	0	0.0
48	49	Jasper 	0	0.0
49	50	Jasper 	0	0.0
50	51	Jasper 	0	0.0
51	52	Jasper 	0	0.0
52	53	Jasper 	0	0.0
53	54	Jasper 	1	7.0
54	55	Jasper 	0	0.0
55	56	Jasper 	0	0.0
56	57	Jasper 	1	8.0
57	58	Jasper 	0	0.0
58	59	Jasper 	1	7.0
59	60	Jasper 	0	0.0
60	61	Jasper 	0	0.0
61	62	Jasper 	0	0.0
62	63	Jasper 	0	0.0
63	64	Jasper 	0	0.0
64	65	Jasper 	0	0.0
65	66	Jasper 	0	0.0
66	67	Jasper 	0	0.0
67	68	Jasper 	1	7.0
68	69	Jasper 	0	0.0
69	70	Jasper 	0	0.0
70	71	Jasper 	0	0.0
71	72	Jasper 	0	0.0
72	73	Jasper 	1	6.0
73	74	Jasper 	1	6.0
74	75	Jasper 	0	0.0
75	76	Jasper 	1	7.0
76	77	Jasper 	0	0.0
77	78	Jasper 	0	0.0
78	79	Jasper 	0	0.0
79	80	Jasper 	0	0.0
80	81	Jasper 	1	6.0
81	82	Jasper 	0	0.0
82	83	Jasper 	0	0.0
83	84	Jasper 	0	0.0
84	85	Jasper 	1	7.0
85	86	Jasper 	0	0.0
86	87	Jasper 	0	0.0
87	88	Jasper 	0	0.0
88	89	Jasper 	0	0.0
89	90	Jasper 	0	0.0
90	91	Jasper 	1	8.0
91	92	Jasper 	1	8.0
92	93	Jasper 	0	0.0
93	94	Jasper 	0	0.0
94	95	Jasper 	0	0.0
95	96	Jasper 	0	0.0
96	97	Jasper 	0	0.0
97	98	Jasper 	0	0.0
98	99	Jasper 	0	0.0
99	100	Jasper 	1	7.0
0	1	Arya	1	9.5
1	2	Arya	0	0.0
2	3	Arya	0	0.0
3	4	Arya	1	8.0
4	5	Arya	0	0.0
5	6	Arya	1	10.0
6	7	Arya	0	0.0
7	8	Arya	0	0.0
8	9	Arya	1	8.5
9	10	Arya	0	0.0
10	11	Arya	1	10.0
11	12	Arya	0	0.0
12	13	Arya	0	0.0
13	14	Arya	0	0.0
14	15	Arya	1	7.5
15	16	Arya	1	9.0
16	17	Arya	1	10.0
17	18	Arya	0	0.0
18	19	Arya	1	6.0
19	20	Arya	0	0.0
20	21	Arya	0	0.0
21	22	Arya	0	0.0
22	23	Arya	0	0.0
23	24	Arya	0	0.0
24	25	Arya	0	8.0
25	26	Arya	1	8.5
26	27	Arya	0	0.0
27	28	Arya	0	0.0
28	29	Arya	0	0.0
29	30	Arya	0	0.0
30	31	Arya	0	0.0
31	32	Arya	0	0.0
32	33	Arya	0	0.0
33	34	Arya	0	0.0
34	35	Arya	0	0.0
35	36	Arya	0	0.0
36	37	Arya	1	6.0
37	38	Arya	0	0.0
38	39	Arya	0	0.0
39	40	Arya	0	0.0
40	41	Arya	1	5.0
41	42	Arya	0	0.0
42	43	Arya	0	0.0
43	44	Arya	0	0.0
44	45	Arya	0	0.0
45	46	Arya	0	0.0
46	47	Arya	0	0.0
47	48	Arya	0	0.0
48	49	Arya	0	0.0
49	50	Arya	1	6.0
50	51	Arya	0	0.0
51	52	Arya	1	10.0
52	53	Arya	1	8.5
53	54	Arya	1	9.0
54	55	Arya	0	0.0
55	56	Arya	0	0.0
56	57	Arya	1	7.5
57	58	Arya	0	0.0
58	59	Arya	1	8.0
59	60	Arya	0	0.0
60	61	Arya	0	8.0
61	62	Arya	1	7.0
62	63	Arya	0	0.0
63	64	Arya	0	0.0
64	65	Arya	0	0.0
65	66	Arya	0	0.0
66	67	Arya	0	0.0
67	68	Arya	1	8.0
68	69	Arya	0	0.0
69	70	Arya	0	0.0
70	71	Arya	0	0.0
71	72	Arya	0	0.0
72	73	Arya	1	8.5
73	74	Arya	1	8.0
74	75	Arya	0	0.0
75	76	Arya	0	0.0
76	77	Arya	1	8.0
77	78	Arya	0	0.0
78	79	Arya	1	10.0
79	80	Arya	0	0.0
80	81	Arya	0	0.0
81	82	Arya	0	0.0
82	83	Arya	0	0.0
83	84	Arya	0	0.0
84	85	Arya	0	0.0
85	86	Arya	0	9.0
86	87	Arya	0	0.0
87	88	Arya	0	0.0
88	89	Arya	0	0.0
89	90	Arya	0	0.0
90	91	Arya	1	8.5
91	92	Arya	0	0.0
92	93	Arya	0	0.0
93	94	Arya	0	0.0
94	95	Arya	0	0.0
95	96	Arya	0	0.0
96	97	Arya	0	0.0
97	98	Arya	0	0.0
98	99	Arya	0	0.0
99	100	Arya	1	7.0
0	1	Victor	0	0.0
1	2	Victor	0	0.0
2	3	Victor	0	0.0
3	4	Victor	0	0.0
4	5	Victor	0	0.0
5	6	Victor	0	0.0
6	7	Victor	0	0.0
7	8	Victor	0	0.0
8	9	Victor	1	0.8
9	10	Victor	1	0.9
10	11	Victor	0	0.0
11	12	Victor	1	0.9
12	13	Victor	0	0.0
13	14	Victor	0	0.0
14	15	Victor	0	0.0
15	16	Victor	1	0.85
16	17	Victor	0	0.0
17	18	Victor	1	0.7
18	19	Victor	0	0.0
19	20	Victor	0	0.0
20	21	Victor	0	0.0
21	22	Victor	1	0.9
22	23	Victor	0	0.0
23	24	Victor	0	0.0
24	25	Victor	0	0.0
25	26	Victor	1	0.7
26	27	Victor	1	0.6
27	28	Victor	0	0.0
28	29	Victor	1	0.7
29	30	Victor	0	0.0
30	31	Victor	1	0.75
31	32	Victor	0	0.0
32	33	Victor	0	0.0
33	34	Victor	0	0.0
34	35	Victor	0	0.0
35	36	Victor	0	0.0
36	37	Victor	0	0.0
37	38	Victor	1	0.6
38	39	Victor	0	0.0
39	40	Victor	1	0.8
40	41	Victor	1	0.7
41	42	Victor	0	0.0
42	43	Victor	0	0.0
43	44	Victor	0	0.0
44	45	Victor	0	0.0
45	46	Victor	0	0.0
46	47	Victor	0	0.0
47	48	Victor	0	0.0
48	49	Victor	0	0.0
49	50	Victor	1	0.7
50	51	Victor	0	0.0
51	52	Victor	0	0.0
52	53	Victor	0	0.0
53	54	Victor	1	0.6
54	55	Victor	0	0.0
55	56	Victor	0	0.0
56	57	Victor	1	0.7
57	58	Victor	1	0.5
58	59	Victor	1	0.7
59	60	Victor	0	0.0
60	61	Victor	0	0.0
61	62	Victor	1	0.7
62	63	Victor	0	0.0
63	64	Victor	0	0.0
64	65	Victor	0	0.0
65	66	Victor	0	0.0
66	67	Victor	0	0.0
67	68	Victor	0	0.0
68	69	Victor	0	0.0
69	70	Victor	1	0.5
70	71	Victor	0	0.0
71	72	Victor	0	0.0
72	73	Victor	1	0.6
73	74	Victor	0	0.0
74	75	Victor	0	0.0
75	76	Victor	0	0.0
76	77	Victor	0	0.0
77	78	Victor	0	0.0
78	79	Victor	1	0.7
79	80	Victor	0	0.0
80	81	Victor	0	0.0
81	82	Victor	0	0.0
82	83	Victor	0	0.0
83	84	Victor	0	0.0
84	85	Victor	0	0.0
85	86	Victor	0	0.0
86	87	Victor	0	0.0
87	88	Victor	0	0.0
88	89	Victor	0	0.0
89	90	Victor	0	0.0
90	91	Victor	1	0.9
91	92	Victor	0	0.0
92	93	Victor	0	0.0
93	94	Victor	0	0.0
94	95	Victor	0	0.0
95	96	Victor	0	0.0
96	97	Victor	0	0.0
97	98	Victor	0	0.0
98	99	Victor	0	0.0
99	100	Victor	1	0.85
0	1	Damian	1	9.0
1	2	Damian	0	0.0
2	3	Damian	0	0.0
3	4	Damian	1	8.0
4	5	Damian	1	9.5
5	6	Damian	1	7.0
6	7	Damian	0	0.0
7	8	Damian	0	0.0
8	9	Damian	1	7.0
9	10	Damian	1	7.5
10	11	Damian	1	8.0
11	12	Damian	1	7.0
12	13	Damian	0	0.0
13	14	Damian	0	0.0
14	15	Damian	0	0.0
15	16	Damian	1	8.5
16	17	Damian	1	8.0
17	18	Damian	1	7.5
18	19	Damian	0	0.0
19	20	Damian	0	0.0
20	21	Damian	0	0.0
21	22	Damian	0	0.0
22	23	Damian	0	0.0
23	24	Damian	0	0.0
24	25	Damian	0	0.0
25	26	Damian	1	8.5
26	27	Damian	1	7.5
27	28	Damian	1	8.0
28	29	Damian	0	0.0
29	30	Damian	0	0.0
30	31	Damian	0	0.0
31	32	Damian	0	0.0
32	33	Damian	0	0.0
33	34	Damian	0	0.0
34	35	Damian	0	0.0
35	36	Damian	0	0.0
36	37	Damian	1	7.5
37	38	Damian	1	8.5
38	39	Damian	1	8.0
39	40	Damian	0	0.0
40	41	Damian	0	0.0
41	42	Damian	0	0.0
42	43	Damian	1	7.0
43	44	Damian	0	0.0
44	45	Damian	0	0.0
45	46	Damian	0	0.0
46	47	Damian	1	8.5
47	48	Damian	1	7.5
48	49	Damian	0	0.0
49	50	Damian	0	0.0
50	51	Damian	0	0.0
51	52	Damian	1	8.0
52	53	Damian	0	0.0
53	54	Damian	0	0.0
54	55	Damian	0	0.0
55	56	Damian	0	0.0
56	57	Damian	0	0.0
57	58	Damian	0	0.0
58	59	Damian	0	0.0
59	60	Damian	0	0.0
60	61	Damian	0	0.0
61	62	Damian	1	8.0
62	63	Damian	0	0.0
63	64	Damian	0	0.0
64	65	Damian	0	0.0
65	66	Damian	0	0.0
66	67	Damian	0	0.0
67	68	Damian	0	0.0
68	69	Damian	0	0.0
69	70	Damian	0	0.0
70	71	Damian	0	0.0
71	72	Damian	0	0.0
72	73	Damian	1	8.0
73	74	Damian	0	0.0
74	75	Damian	0	0.0
75	76	Damian	0	0.0
76	77	Damian	0	0.0
77	78	Damian	0	0.0
78	79	Damian	0	0.0
79	80	Damian	0	0.0
80	81	Damian	1	8.0
81	82	Damian	1	7.0
82	83	Damian	0	0.0
83	84	Damian	0	0.0
84	85	Damian	1	8.5
85	86	Damian	0	0.0
86	87	Damian	0	0.0
87	88	Damian	0	0.0
88	89	Damian	0	0.0
89	90	Damian	0	0.0
90	91	Damian	0	0.0
91	92	Damian	0	0.0
92	93	Damian	0	0.0
93	94	Damian	0	0.0
94	95	Damian	0	0.0
95	96	Damian	0	0.0
96	97	Damian	0	0.0
97	98	Damian	0	0.0
98	99	Damian	0	0.0
99	100	Damian	1	7.0
0	1	Patrick	1	9.0
1	2	Patrick	0	0.0
2	3	Patrick	0	0.0
3	4	Patrick	0	0.0
4	5	Patrick	0	0.0
5	6	Patrick	1	8.5
6	7	Patrick	0	0.0
7	8	Patrick	0	0.0
8	9	Patrick	1	7.0
9	10	Patrick	1	7.0
10	11	Patrick	1	9.0
11	12	Patrick	1	7.5
12	13	Patrick	0	0.0
13	14	Patrick	0	0.0
14	15	Patrick	0	0.0
15	16	Patrick	1	9.5
16	17	Patrick	1	8.0
17	18	Patrick	0	0.0
18	19	Patrick	0	0.0
19	20	Patrick	0	0.0
20	21	Patrick	0	0.0
21	22	Patrick	0	0.0
22	23	Patrick	0	0.0
23	24	Patrick	0	0.0
24	25	Patrick	0	8.0
25	26	Patrick	1	5.0
26	27	Patrick	1	8.0
27	28	Patrick	0	0.0
28	29	Patrick	0	0.0
29	30	Patrick	0	0.0
30	31	Patrick	0	0.0
31	32	Patrick	1	8.5
32	33	Patrick	0	0.0
33	34	Patrick	0	0.0
34	35	Patrick	0	0.0
35	36	Patrick	0	0.0
36	37	Patrick	0	0.0
37	38	Patrick	1	8.0
38	39	Patrick	0	0.0
39	40	Patrick	1	9.0
40	41	Patrick	0	0.0
41	42	Patrick	0	0.0
42	43	Patrick	0	0.0
43	44	Patrick	0	0.0
44	45	Patrick	0	0.0
45	46	Patrick	0	0.0
46	47	Patrick	0	0.0
47	48	Patrick	0	0.0
48	49	Patrick	0	0.0
49	50	Patrick	0	0.0
50	51	Patrick	0	0.0
51	52	Patrick	0	0.0
52	53	Patrick	0	0.0
53	54	Patrick	1	8.0
54	55	Patrick	0	0.0
55	56	Patrick	0	0.0
56	57	Patrick	0	0.0
57	58	Patrick	0	0.0
58	59	Patrick	1	7.0
59	60	Patrick	0	0.0
60	61	Patrick	1	7.0
61	62	Patrick	0	0.0
62	63	Patrick	0	0.0
63	64	Patrick	0	0.0
64	65	Patrick	0	0.0
65	66	Patrick	0	0.0
66	67	Patrick	0	0.0
67	68	Patrick	0	0.0
68	69	Patrick	0	0.0
69	70	Patrick	0	0.0
70	71	Patrick	0	0.0
71	72	Patrick	0	0.0
72	73	Patrick	1	7.0
73	74	Patrick	0	0.0
74	75	Patrick	0	0.0
75	76	Patrick	0	0.0
76	77	Patrick	0	0.0
77	78	Patrick	0	0.0
78	79	Patrick	1	8.5
79	80	Patrick	0	0.0
80	81	Patrick	1	8.5
81	82	Patrick	0	0.0
82	83	Patrick	0	0.0
83	84	Patrick	0	0.0
84	85	Patrick	0	0.0
85	86	Patrick	0	0.0
86	87	Patrick	0	0.0
87	88	Patrick	0	0.0
88	89	Patrick	0	0.0
89	90	Patrick	0	0.0
90	91	Patrick	0	0.0
91	92	Patrick	0	0.0
92	93	Patrick	0	0.0
93	94	Patrick	0	0.0
94	95	Patrick	0	0.0
95	96	Patrick	0	0.0
96	97	Patrick	0	0.0
97	98	Patrick	0	0.0
98	99	Patrick	0	0.0
99	100	Patrick	1	8.0
0	1	Milanda	1	9.5
1	2	Milanda	1	9.0
2	3	Milanda	1	9.5
3	4	Milanda	1	9.0
4	5	Milanda	0	0.0
5	6	Milanda	1	8.5
6	7	Milanda	1	9.0
7	8	Milanda	0	0.0
8	9	Milanda	1	7.5
9	10	Milanda	1	10.0
10	11	Milanda	1	8.0
11	12	Milanda	1	7.5
12	13	Milanda	1	7.0
13	14	Milanda	1	6.0
14	15	Milanda	1	9.0
15	16	Milanda	1	7.5
16	17	Milanda	1	8.0
17	18	Milanda	1	9.5
18	19	Milanda	1	8.5
19	20	Milanda	0	0.0
20	21	Milanda	0	0.0
21	22	Milanda	1	8.5
22	23	Milanda	0	0.0
23	24	Milanda	0	0.0
24	25	Milanda	0	8.0
25	26	Milanda	1	9.5
26	27	Milanda	1	8.5
27	28	Milanda	1	9.0
28	29	Milanda	1	8.0
29	30	Milanda	0	0.0
30	31	Milanda	1	8.0
31	32	Milanda	1	8.5
32	33	Milanda	0	0.0
33	34	Milanda	0	0.0
34	35	Milanda	0	0.0
35	36	Milanda	1	7.0
36	37	Milanda	1	8.0
37	38	Milanda	1	7.5
38	39	Milanda	0	0.0
39	40	Milanda	1	7.0
40	41	Milanda	1	7.0
41	42	Milanda	1	8.0
42	43	Milanda	0	0.0
43	44	Milanda	0	0.0
44	45	Milanda	0	0.0
45	46	Milanda	0	0.0
46	47	Milanda	1	7.0
47	48	Milanda	1	7.0
48	49	Milanda	0	0.0
49	50	Milanda	1	7.5
50	51	Milanda	0	0.0
51	52	Milanda	1	6.5
52	53	Milanda	0	0.0
53	54	Milanda	1	7.5
54	55	Milanda	0	0.0
55	56	Milanda	0	0.0
56	57	Milanda	1	8.0
57	58	Milanda	1	7.0
58	59	Milanda	1	7.5
59	60	Milanda	0	0.0
60	61	Milanda	1	9.0
61	62	Milanda	1	8.0
62	63	Milanda	0	0.0
63	64	Milanda	0	0.0
64	65	Milanda	0	0.0
65	66	Milanda	0	0.0
66	67	Milanda	0	0.0
67	68	Milanda	0	0.0
68	69	Milanda	0	0.0
69	70	Milanda	0	0.0
70	71	Milanda	0	0.0
71	72	Milanda	0	0.0
72	73	Milanda	1	8.0
73	74	Milanda	1	7.0
74	75	Milanda	0	0.0
75	76	Milanda	1	8.5
76	77	Milanda	1	9.0
77	78	Milanda	0	0.0
78	79	Milanda	0	0.0
79	80	Milanda	0	0.0
80	81	Milanda	1	7.5
81	82	Milanda	0	0.0
82	83	Milanda	0	0.0
83	84	Milanda	0	0.0
84	85	Milanda	1	7.5
85	86	Milanda	1	9.0
86	87	Milanda	0	0.0
87	88	Milanda	0	0.0
88	89	Milanda	0	0.0
89	90	Milanda	0	0.0
90	91	Milanda	1	9.0
91	92	Milanda	0	0.0
92	93	Milanda	0	0.0
93	94	Milanda	0	0.0
94	95	Milanda	1	6.5
95	96	Milanda	0	0.0
96	97	Milanda	0	0.0
97	98	Milanda	0	0.0
98	99	Milanda	0	0.0
99	100	Milanda	1	8.5
0	1	Bridge	0	0.0
1	2	Bridge	0	0.0
2	3	Bridge	0	0.0
3	4	Bridge	0	0.0
4	5	Bridge	0	0.0
5	6	Bridge	0	0.0
6	7	Bridge	0	0.0
7	8	Bridge	0	0.0
8	9	Bridge	1	8.0
9	10	Bridge	0	0.0
10	11	Bridge	0	0.0
11	12	Bridge	0	0.0
12	13	Bridge	0	0.0
13	14	Bridge	0	0.0
14	15	Bridge	1	9.0
15	16	Bridge	1	9.0
16	17	Bridge	0	0.0
17	18	Bridge	1	7.5
18	19	Bridge	1	9.5
19	20	Bridge	0	0.0
20	21	Bridge	0	0.0
21	22	Bridge	0	0.0
22	23	Bridge	0	0.0
23	24	Bridge	0	0.0
24	25	Bridge	0	0.0
25	26	Bridge	1	9.5
26	27	Bridge	1	8.5
27	28	Bridge	0	0.0
28	29	Bridge	1	7.5
29	30	Bridge	0	0.0
30	31	Bridge	1	8.0
31	32	Bridge	0	0.0
32	33	Bridge	0	0.0
33	34	Bridge	0	0.0
34	35	Bridge	0	0.0
35	36	Bridge	0	0.0
36	37	Bridge	0	0.0
37	38	Bridge	1	7.5
38	39	Bridge	1	8.0
39	40	Bridge	1	7.5
40	41	Bridge	1	7.5
41	42	Bridge	0	0.0
42	43	Bridge	0	0.0
43	44	Bridge	0	0.0
44	45	Bridge	0	0.0
45	46	Bridge	1	7.5
46	47	Bridge	0	0.0
47	48	Bridge	1	8.0
48	49	Bridge	0	0.0
49	50	Bridge	1	8.5
50	51	Bridge	0	0.0
51	52	Bridge	1	8.5
52	53	Bridge	0	0.0
53	54	Bridge	0	0.0
54	55	Bridge	0	0.0
55	56	Bridge	0	0.0
56	57	Bridge	1	8.0
57	58	Bridge	0	0.0
58	59	Bridge	1	8.0
59	60	Bridge	0	0.0
60	61	Bridge	0	0.0
61	62	Bridge	0	0.0
62	63	Bridge	0	0.0
63	64	Bridge	0	0.0
64	65	Bridge	0	0.0
65	66	Bridge	0	0.0
66	67	Bridge	0	0.0
67	68	Bridge	0	0.0
68	69	Bridge	0	0.0
69	70	Bridge	0	0.0
70	71	Bridge	0	0.0
71	72	Bridge	0	0.0
72	73	Bridge	0	0.0
73	74	Bridge	1	9.5
74	75	Bridge	0	0.0
75	76	Bridge	1	7.0
76	77	Bridge	0	0.0
77	78	Bridge	0	0.0
78	79	Bridge	1	8.0
79	80	Bridge	0	0.0
80	81	Bridge	0	0.0
81	82	Bridge	0	0.0
82	83	Bridge	0	0.0
83	84	Bridge	1	7.5
84	85	Bridge	0	0.0
85	86	Bridge	0	0.0
86	87	Bridge	0	0.0
87	88	Bridge	0	0.0
88	89	Bridge	0	0.0
89	90	Bridge	0	0.0
90	91	Bridge	1	8.0
91	92	Bridge	0	0.0
92	93	Bridge	0	0.0
93	94	Bridge	0	0.0
94	95	Bridge	0	0.0
95	96	Bridge	0	0.0
96	97	Bridge	0	0.0
97	98	Bridge	0	0.0
98	99	Bridge	0	0.0
99	100	Bridge	1	7.0
0	1	Gloria	0	0.0
1	2	Gloria	0	0.0
2	3	Gloria	0	0.0
3	4	Gloria	1	7.5
4	5	Gloria	0	0.0
5	6	Gloria	1	7.5
6	7	Gloria	0	0.0
7	8	Gloria	0	0.0
8	9	Gloria	0	0.0
9	10	Gloria	0	0.0
10	11	Gloria	1	7.5
11	12	Gloria	1	8.5
12	13	Gloria	0	0.0
13	14	Gloria	0	0.0
14	15	Gloria	1	7.5
15	16	Gloria	1	8.5
16	17	Gloria	1	7.5
17	18	Gloria	1	7.0
18	19	Gloria	1	7.5
19	20	Gloria	0	0.0
20	21	Gloria	0	0.0
21	22	Gloria	1	9.0
22	23	Gloria	0	0.0
23	24	Gloria	0	0.0
24	25	Gloria	0	0.0
25	26	Gloria	0	0.0
26	27	Gloria	1	7.5
27	28	Gloria	0	0.0
28	29	Gloria	0	0.0
29	30	Gloria	1	9.0
30	31	Gloria	0	0.0
31	32	Gloria	0	0.0
32	33	Gloria	0	0.0
33	34	Gloria	0	0.0
34	35	Gloria	0	0.0
35	36	Gloria	0	0.0
36	37	Gloria	0	0.0
37	38	Gloria	1	7.5
38	39	Gloria	0	0.0
39	40	Gloria	0	0.0
40	41	Gloria	0	0.0
41	42	Gloria	0	0.0
42	43	Gloria	1	9.0
43	44	Gloria	0	0.0
44	45	Gloria	0	0.0
45	46	Gloria	0	0.0
46	47	Gloria	1	7.0
47	48	Gloria	1	7.0
48	49	Gloria	0	0.0
49	50	Gloria	0	0.0
50	51	Gloria	0	0.0
51	52	Gloria	1	9.0
52	53	Gloria	0	0.0
53	54	Gloria	0	0.0
54	55	Gloria	0	0.0
55	56	Gloria	0	0.0
56	57	Gloria	1	8.5
57	58	Gloria	0	0.0
58	59	Gloria	0	0.0
59	60	Gloria	0	0.0
60	61	Gloria	0	0.0
61	62	Gloria	1	5.0
62	63	Gloria	0	0.0
63	64	Gloria	0	0.0
64	65	Gloria	0	0.0
65	66	Gloria	0	0.0
66	67	Gloria	0	0.0
67	68	Gloria	1	7.5
68	69	Gloria	0	0.0
69	70	Gloria	0	0.0
70	71	Gloria	0	0.0
71	72	Gloria	0	0.0
72	73	Gloria	0	0.0
73	74	Gloria	1	7.5
74	75	Gloria	0	0.0
75	76	Gloria	0	0.0
76	77	Gloria	1	7.5
77	78	Gloria	0	0.0
78	79	Gloria	0	0.0
79	80	Gloria	0	0.0
80	81	Gloria	1	7.0
81	82	Gloria	0	0.0
82	83	Gloria	0	0.0
83	84	Gloria	0	0.0
84	85	Gloria	0	0.0
85	86	Gloria	0	0.0
86	87	Gloria	0	0.0
87	88	Gloria	0	0.0
88	89	Gloria	0	0.0
89	90	Gloria	0	0.0
90	91	Gloria	1	9.0
91	92	Gloria	0	0.0
92	93	Gloria	0	0.0
93	94	Gloria	0	0.0
94	95	Gloria	0	0.0
95	96	Gloria	0	0.0
96	97	Gloria	0	0.0
97	98	Gloria	0	0.0
98	99	Gloria	0	0.0
99	100	Gloria	1	9.0
